speciesName,monthlySightings,monthIndex
Densipora corrugata MacGillivray,1,533
Diaperoforma californica,1,533
Disporella hispida,1,533
Celleporaria cristata,1,533
Celleporaria nodulosa,1,533
Celleporaria agglutinans,1,533
Phidolopora pacifica,2,533
Dentiporella sardonica,1,533
Hippellozoon novaezelandiae,1,533
Myriapora truncata,11,533
Thalamoporella californica,5,533
Pectinatella magnifica,200,534
Exidmonea atlantica,2,534
Diaperoforma californica,3,534
Plagioecia sarniensis,1,534
Disporella hispida,6,534
Disporella separata Osburn,1,534
Petralia undata MacGillivray,1,534
Celleporaria cristata,2,534
Phidolopora pacifica,3,534
Myriapora truncata,27,534
Thalamoporella californica,1,534
Pectinatella magnifica,293,535
Densipora corrugata MacGillivray,1,535
Diaperoforma californica,3,535
Plagioecia sarniensis,1,535
Frondipora verrucosa,2,535
Celleporaria cristata,3,535
Phidolopora pacifica,3,535
Myriapora truncata,13,535
Diploporella alata,1,535
Pectinatella magnifica,138,536
Diaperoforma californica,2,536
Disporella novaehollandiae,2,536
Aetea anguina,1,536
Celleporaria cristata,4,536
Celleporaria brunnea,1,536
Phidolopora pacifica,3,536
Iodictyum phoeniceum,2,536
Schizoretepora tessellata,1,536
Hippellozoon novaezelandiae,1,536
Hippaliosina depressa,1,536
Myriapora truncata,11,536
Kellicottia bostoniensis,3,537
Pectinatella magnifica,41,537
Bicrisia edwardsiana,1,537
Densipora corrugata MacGillivray,1,537
Disporella hispida,1,537
Disporella separata Osburn,3,537
Disporella novaehollandiae,1,537
Frondipora verrucosa,2,537
Celleporaria cristata,1,537
Hagiosynodos latus,1,537
Phidolopora pacifica,1,537
Iodictyum phoeniceum,2,537
Euthyroides episcopalis,2,537
Myriapora truncata,12,537
Thalamoporella californica,1,537
Pectinatella magnifica,19,538
Diaperoforma californica,1,538
Disporella separata Osburn,2,538
Celleporaria cristata,1,538
Celleporaria nodulosa,2,538
Hippellozoon novaezelandiae,1,538
Euthyroides jellyae Levinsen,1,538
Myriapora truncata,14,538
Kellicottia bostoniensis,1,539
Pectinatella magnifica,6,539
Petralia undata MacGillivray,1,539
Celleporaria nodulosa,1,539
Iodictyum phoeniceum,4,539
Reteporellina denticulata,1,539
Myriapora truncata,11,539
Hesychoxenia praelonga,1,539
Thalamoporella floridana Osburn,1,539
